path,filename,species,genus,dataset,data_type
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree24_plot9.txt,NIBIO_tree24_plot9,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree25_plot4.txt,NIBIO_tree25_plot4,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree26_plot19.txt,NIBIO_tree26_plot19,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree26_plot23.txt,NIBIO_tree26_plot23,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree26_plot3.txt,NIBIO_tree26_plot3,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree27_plot19.txt,NIBIO_tree27_plot19,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree28_plot23.txt,NIBIO_tree28_plot23,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree29_plot16.txt,NIBIO_tree29_plot16,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree3_plot22.txt,NIBIO_tree3_plot22,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree30_plot17.txt,NIBIO_tree30_plot17,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree32_plot19.txt,NIBIO_tree32_plot19,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree32_plot2.txt,NIBIO_tree32_plot2,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree36_plot16.txt,NIBIO_tree36_plot16,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree4_plot12.txt,NIBIO_tree4_plot12,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree4_plot3.txt,NIBIO_tree4_plot3,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree5_plot7.txt,NIBIO_tree5_plot7,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree6_plot3.txt,NIBIO_tree6_plot3,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree8_plot16.txt,NIBIO_tree8_plot16,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree8_plot9.txt,NIBIO_tree8_plot9,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree9_plot3.txt,NIBIO_tree9_plot3,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/Betula_pendula/NIBIO_tree9_plot4.txt,NIBIO_tree9_plot4,Betula_pendula,Betula,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree1_plot1.txt,RMIT_tree1_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree10_plot1.txt,RMIT_tree10_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree100_plot1.txt,RMIT_tree100_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree102_plot1.txt,RMIT_tree102_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree103_plot1.txt,RMIT_tree103_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree104_plot1.txt,RMIT_tree104_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree105_plot1.txt,RMIT_tree105_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree106_plot1.txt,RMIT_tree106_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree107_plot1.txt,RMIT_tree107_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree108_plot1.txt,RMIT_tree108_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree109_plot1.txt,RMIT_tree109_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree11_plot1.txt,RMIT_tree11_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree110_plot1.txt,RMIT_tree110_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree111_plot1.txt,RMIT_tree111_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree112_plot1.txt,RMIT_tree112_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree113_plot1.txt,RMIT_tree113_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree114_plot1.txt,RMIT_tree114_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree115_plot1.txt,RMIT_tree115_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree116_plot1.txt,RMIT_tree116_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree117_plot1.txt,RMIT_tree117_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree118_plot1.txt,RMIT_tree118_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree119_plot1.txt,RMIT_tree119_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree12_plot1.txt,RMIT_tree12_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree120_plot1.txt,RMIT_tree120_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree121_plot1.txt,RMIT_tree121_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree122_plot1.txt,RMIT_tree122_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree123_plot1.txt,RMIT_tree123_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree124_plot1.txt,RMIT_tree124_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree125_plot1.txt,RMIT_tree125_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree126_plot1.txt,RMIT_tree126_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree127_plot1.txt,RMIT_tree127_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree128_plot1.txt,RMIT_tree128_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree129_plot1.txt,RMIT_tree129_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree13_plot1.txt,RMIT_tree13_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree130_plot1.txt,RMIT_tree130_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree131_plot1.txt,RMIT_tree131_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree132_plot1.txt,RMIT_tree132_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree133_plot1.txt,RMIT_tree133_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree134_plot1.txt,RMIT_tree134_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree135_plot1.txt,RMIT_tree135_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree136_plot1.txt,RMIT_tree136_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree137_plot1.txt,RMIT_tree137_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree138_plot1.txt,RMIT_tree138_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree139_plot1.txt,RMIT_tree139_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree14_plot1.txt,RMIT_tree14_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree140_plot1.txt,RMIT_tree140_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree141_plot1.txt,RMIT_tree141_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree142_plot1.txt,RMIT_tree142_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree143_plot1.txt,RMIT_tree143_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree144_plot1.txt,RMIT_tree144_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree145_plot1.txt,RMIT_tree145_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree146_plot1.txt,RMIT_tree146_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree147_plot1.txt,RMIT_tree147_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree148_plot1.txt,RMIT_tree148_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree149_plot1.txt,RMIT_tree149_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree15_plot1.txt,RMIT_tree15_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree150_plot1.txt,RMIT_tree150_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree151_plot1.txt,RMIT_tree151_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree152_plot1.txt,RMIT_tree152_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree153_plot1.txt,RMIT_tree153_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree154_plot1.txt,RMIT_tree154_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree155_plot1.txt,RMIT_tree155_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree156_plot1.txt,RMIT_tree156_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree157_plot1.txt,RMIT_tree157_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree158_plot1.txt,RMIT_tree158_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree159_plot1.txt,RMIT_tree159_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree16_plot1.txt,RMIT_tree16_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree160_plot1.txt,RMIT_tree160_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree161_plot1.txt,RMIT_tree161_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree162_plot1.txt,RMIT_tree162_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree163_plot1.txt,RMIT_tree163_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree164_plot1.txt,RMIT_tree164_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree165_plot1.txt,RMIT_tree165_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
S:/Prosjekter/52106_SFI_SmartForest/annotated_datasets/speciesClassification_proximalLS/ForInstance/EucaliptusSP/RMIT_tree166_plot1.txt,RMIT_tree166_plot1,EucaliptusSP,EucaliptusSP,ForInstance,ULS
